"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"silver_rep1"	"silver_rep2"	"silver_rep3"	"silver_rep4"	"silver_rep5"	"silver_rep6"	"yellow_rep1"	"yellow_rep2"	"yellow_rep3"	"yellow_rep4"	"yellow_rep5"	"yellow_rep6"
"8189"	"TRINITY_DN64533_c0_g1"	0.838984366471687	5.79834655863129	7.83186117328148	2.2694739682717e-06	0.00033594472333811	4.95553685350399	1343.03	1620.98	1543.97	1730.99	1496.99	1344	3041.77	1812.73	2100.48	2185.98	2214.01	2025.02
"8190"	"TRINITY_DN6456_c0_g1"	-0.834304283863078	2.6435673601929	-3.38247269018838	0.0046970359179868	0.0212144660956177	-2.36491047046619	472.95	364.01	341	240.6	317.42	265	90	134	141	194.88	99	104
"8191"	"TRINITY_DN64576_c0_g1"	-1.66630081649618	-2.0487017456655	-3.29564023082948	0.00556539884635061	0.0238170003122577	-2.0347595370664	11	12	11	19.93	32	32	5	1	1	4	3	4
"8192"	"TRINITY_DN6459_c1_g1"	0.496556597352962	6.04644879487101	5.64935365974342	6.98204910426339e-05	0.00151451084608334	1.38012850269038	2296	1858	1837	2025	2205	1696	2347	2301	2193	2478	2291	2342
"8193"	"TRINITY_DN646_c0_g2"	-0.498065713279473	3.60376839602093	-3.65741126131547	0.00274898780035741	0.0146199651136202	-1.98218567696405	558.06	545.37	668.76	553.36	578.18	484.99	361.99	177.56	178.83	220.23	324.49	437.52
"8194"	"TRINITY_DN6460_c0_g1"	-0.897239396431514	-1.03145484053769	-3.27973745225373	0.00574107552931754	0.0242837540998261	-2.12790902580126	29	19	29	23	30	31	14	5	6	9	10	9
"8195"	"TRINITY_DN6461_c1_g1"	-0.75476412368584	2.35388129902252	-3.20632190266304	0.00662686284069977	0.0268508764475756	-2.66026662572711	322.08	252.06	389	270	191.06	210	192	51	85	75	115	152
"8196"	"TRINITY_DN6461_c1_g2"	-2.00753215524317	-1.73246348760464	-4.34988135372827	0.000728992536049356	0.00601567162187016	-0.26166792114638	31	26	26	22	27	16	4	0	3	2	6	12
"8197"	"TRINITY_DN6462_c0_g3"	-0.862347306178171	1.33685468459586	-3.80392219415363	0.00206940622325246	0.0120707260034201	-1.39760225172431	139.65	158.62	146.43	129	117	130	89	27	35	29.46	65	75
"8198"	"TRINITY_DN6464_c0_g1"	-0.825128807102969	2.9714815927383	-3.54370330551006	0.00342954973049566	0.01703330783796	-2.10196295197542	501.78	372	383	479	495.82	296.75	215	57	110	152	213	283.86
"8199"	"TRINITY_DN6464_c0_g2"	-0.766964809257733	3.08303768396416	-3.64089096939283	0.00283865576182052	0.0149692610927662	-1.93214481999592	481.88	380.46	431.07	510.88	472.72	372.67	281.57	69.49	104.56	179	210.38	289.63
"8200"	"TRINITY_DN6464_c0_g3"	-0.664602522084807	2.75023040207123	-3.77647953962133	0.00218223589267677	0.0125254093680737	-1.62667788717856	427.51	310.96	281.11	409.04	288.3	307.32	200.53	139.48	121.01	109.95	123.15	156.15
"8201"	"TRINITY_DN6464_c0_g4"	-1.04108043022201	-0.00936038401200969	-2.89117796085318	0.0122560107731326	0.0412307705086401	-2.93581620857851	46.05	70.52	74.14	38.4	82.29	43.06	39.89	9.54	14.58	11.49	9.58	41.29
"8202"	"TRINITY_DN6467_c0_g1"	-0.454255628358936	4.74921304544948	-4.38833531671249	0.000678075677262422	0.0057280712054501	-0.753886884224966	1198.93	1177.27	1199.99	1106.79	1152.36	1159.49	730.57	432.21	398.34	704.02	786.21	834.54
"8203"	"TRINITY_DN647_c0_g1"	-0.442456310748276	6.53407010075618	-3.47843629210215	0.00389479830712486	0.0185926909918023	-2.78869794721051	3474.74	3868.02	4028.79	3694.11	3908.48	3529.19	3093.41	1594.94	1454.65	2586.23	2417.46	3416.05
"8204"	"TRINITY_DN6471_c0_g1"	0.920766249360425	3.36723683698041	4.52452755557357	0.000525387914089032	0.00487100880117523	-0.295545157724684	282	393	294	291	262	257	299	408	466	452	398	323
"8205"	"TRINITY_DN64716_c0_g1"	2.76316523734705	1.07834305415873	3.32662497469121	0.00523844108840796	0.0228298472246427	-2.24943054250702	58.98	119.47	1	57.21	52.41	35.52	46.7	182.64	110.8	241.8	183.98	208.76
"8206"	"TRINITY_DN6476_c0_g1"	-1.18979246856331	3.87730672532369	-6.6876703501941	1.26315691908388e-05	0.000651873151234444	3.42636234509181	959	826	1042	849	791	642	324	159	129	251	322	485
"8207"	"TRINITY_DN6476_c1_g1"	0.535887541587195	4.75629066462748	4.33921990029324	0.000743795354604842	0.00610179390584438	-0.855991728196941	971	903	878	816	817	690	862	881	983	1122	892	867
"8208"	"TRINITY_DN6477_c0_g1"	-1.17882437783367	6.71511496026887	-6.7796288982796	1.0934342076315e-05	0.000620256289073763	3.23042175678393	5125	5165	6497	5891	5641	4076	2352	1089	1291	2398	2552	3279
"8209"	"TRINITY_DN6477_c1_g1"	-0.626529879110833	7.49733841929464	-3.01571892225203	0.00961566614127554	0.03474769120013	-3.82247673683284	6089.28	9984.11	6630.16	7398.67	9093.75	5452.23	3911.16	2838.72	4214.56	7314.69	3397.92	6652.38
"8210"	"TRINITY_DN648_c1_g1"	1.3969714293667	2.28358832303133	3.76937879075452	0.0022124369210786	0.0126334953084548	-1.57956670138369	90	192	266	99	115	47	149	273	316	156	209	208
"8211"	"TRINITY_DN648_c2_g1"	-1.82031530870902	0.494062425269184	-8.44389339608211	9.68373934745937e-07	0.000250485112361359	5.87286157377999	129	103	114	81	130	84	22	16	14	13	29	24
"8212"	"TRINITY_DN6480_c0_g1"	-1.18091948853834	4.59537686001183	-5.43340275153011	0.000101524313396377	0.00189646482255167	1.21743778431961	1542	1136	1649	1324	1335	1143	538	311	182	351	517	1033
"8213"	"TRINITY_DN64832_c1_g1"	2.26286510138528	7.11271360133756	2.91039161970866	0.0118063172059388	0.040150882966261	-3.95733718281427	4262.96	11083.59	1042	519.16	1324.43	3458.66	2518.11	27444.54	3960.57	10822.15	31667.15	11815.34
"8214"	"TRINITY_DN6484_c0_g1"	2.74708281218706	0.00523026992529529	6.17557572289593	2.88119432027012e-05	0.000957230015927504	2.7476271050853	16	10	23	24	11	14	56	140	83	49	64	48
"8215"	"TRINITY_DN64840_c0_g1"	-2.23040744553767	-2.44335793814198	-3.33888594256806	0.00511444620352019	0.0224710136717156	-1.95749960542663	12	26	10	10	31	18	6	0	2	2	0	6
"8216"	"TRINITY_DN6485_c0_g1"	0.899948330574669	4.0325778861186	4.47597252294608	0.000575277969471329	0.00515067446893935	-0.482616374939965	483	474	408	445	587	410	712	710	876	545	527	483
"8217"	"TRINITY_DN6486_c0_g1"	-1.58075532731244	-0.56598462702336	-4.82265882556055	0.000302855441270414	0.00349952004746334	0.566875329956294	44	35	57	60	40	47	15	11	2	17	9	10
"8218"	"TRINITY_DN64863_c0_g1"	-2.36307023872184	-1.80838504186919	-4.27061733857489	0.000846748593017913	0.00664275909034145	-0.400046046238002	57	28	39	16	31	9	5	1	2	1	6	3
"8219"	"TRINITY_DN6487_c0_g1"	-1.0816407641381	-0.840295281814806	-2.98245426428428	0.0102601229965549	0.0363359758643547	-2.67375203649813	32	31.61	48.54	29.58	21.61	34	14	16	5	4	6	19
"8220"	"TRINITY_DN6487_c0_g2"	-1.27999681559454	0.765848651223952	-4.02571838031754	0.00135016151567213	0.00905138237582925	-0.921213415705802	118	106.39	202.46	104.42	71.39	67	28	26	33	13	33	47
"8221"	"TRINITY_DN649_c0_g1"	-0.321205385922086	7.92749083125832	-3.04269038728264	0.00912270664575637	0.0334900033607519	-3.83360060865429	9279	9669	9121	7589	8712	7441	8504	4585	6431	6559	7830	8225
"8222"	"TRINITY_DN6492_c0_g1"	1.49659149613166	-0.21730587454373	3.20644540360871	0.00662526349984165	0.0268508764475756	-2.34608839769467	65	17	5	37	19	18	33	34	34	29	56	43
"8223"	"TRINITY_DN6496_c0_g1"	-1.57984442446874	0.547318605956481	-4.44316085446909	0.000611740005461965	0.00536898240660654	-0.136487570342323	117	128	82	125	140	46	55	16	13	16	35	15
"8224"	"TRINITY_DN6498_c0_g1"	-1.20397998055942	2.47848285139857	-5.36149793258521	0.000115166219253304	0.00202313811684031	1.3402535571179	379	302	423	263	478	234	147	51	61	82	121	158
"8225"	"TRINITY_DN6498_c1_g1"	-1.28859832155286	0.247544115841175	-5.56267062140132	8.10792012427119e-05	0.00167577272243977	1.79787335881382	86	75.43	96.99	73	51.94	66.99	33	15	10.69	21	20	21
"8226"	"TRINITY_DN65_c0_g1"	0.403617725859205	6.79262116653182	4.54784311846184	0.000503041213266244	0.00472969523235289	-0.753986961175189	3021	3817	3336	3280	3531	3157	4535	3623	2897	4308	3613	4491
"8227"	"TRINITY_DN65_c0_g2"	0.896039919323588	3.90098043497458	4.45681748654585	0.000596282616161874	0.00529056112841245	-0.499390432861956	476	458	281	486	562	366	613	486	568	722	363	693
"8228"	"TRINITY_DN65_c1_g1"	0.482551215139654	3.40415356000108	4.61850339188241	0.000441128199775761	0.004372753009618	-0.126009896306504	364	362	353	359	379	305	330	322	256	328	379	403
"8229"	"TRINITY_DN65_c2_g1"	0.42712320871754	5.66243774917845	4.56175932573523	0.000490173613031922	0.00465865940891821	-0.568329735151093	1766	1455	1366	1670	1574	1669	1916	1487	1515	1924	1655	1815
"8230"	"TRINITY_DN650_c0_g2"	0.38824019067583	6.07905267115236	3.39966180180609	0.00454199643302689	0.0206724867810946	-2.88188696938469	2263.97	2076.99	2030	1991.99	2198.99	1978.98	2196.99	2316	2980	2128	2234.99	2107.98
"8231"	"TRINITY_DN6502_c0_g1"	0.56928709279813	6.56348719691843	7.3134908041897	4.83751795778652e-06	0.000447187877995155	4.0808425543927	2934	2618	2593	3010	2711	2473	3774	3339	3855	3104	3351	3604
"8232"	"TRINITY_DN6503_c0_g1"	0.69629189417577	3.6090454780879	3.41844206574824	0.00437848366783785	0.0201802073253316	-2.44998169486713	450	404	423	353	320	318	555	459	323	497	502	267
"8233"	"TRINITY_DN6504_c0_g1"	0.520832481158141	1.63676424389225	3.07204967039674	0.00861457349565077	0.0321136335263535	-2.82357201094096	107	142	102.54	104	105	66.33	90	89	94	94	104	112.19
"8234"	"TRINITY_DN6505_c0_g1"	-0.936639074750389	1.11749738255328	-3.23414270662668	0.0062761535794415	0.0257930174189563	-2.44360581748969	144	89	129	124	137	107	30	22	26	34	58	121
"8235"	"TRINITY_DN6506_c0_g1"	-1.478573777442	4.62216668381151	-6.26800392184325	2.47615667741984e-05	0.000884144090249248	2.66326253319665	1600	1250	1682	1664	1758	1203	574	233	148	325	603	842
"8236"	"TRINITY_DN6507_c0_g1"	0.606690082729502	4.05434942202412	3.10516847939921	0.00807505233177771	0.0307686712224252	-3.12559836706551	497.49	544.08	636.58	611.56	432.15	429.47	444.56	414.05	645.52	867.13	640.48	494.07
"8237"	"TRINITY_DN6507_c0_g2"	1.55356439431952	3.69287051034621	6.08806818138035	3.3291867432954e-05	0.00101620058569808	2.45721409905324	336.51	346.92	221.41	330.44	355.85	213.53	496.44	872.95	836.48	639.87	580.52	457.91
"8238"	"TRINITY_DN6508_c0_g1"	4.88946579855813	2.14164003820818	3.42650596364554	0.00431010498192693	0.0199443776880467	-2.12588606790377	250.1	27.78	13	7	218.22	8	1021.03	1652	1187.13	31	1054	1652.89
"8239"	"TRINITY_DN6509_c0_g1"	1.88783716596592	1.90727828650051	3.82156513467686	0.00200002164413689	0.0118164162165097	-1.4283244004811	170	55	108	112	28	59	330	305	165	233	179	71
"8240"	"TRINITY_DN65093_c0_g1"	0.525839884784132	10.0662598018282	4.05892133103957	0.00126698587175089	0.00867846539596814	-2.14775570894765	18874.24	26726.58	24718.92	31150.67	25664.72	24196.6	37524.04	62495.2	73131.17	53599.73	43106.88	33116.75
"8241"	"TRINITY_DN6512_c0_g1"	-0.290724423296218	7.67638238937943	-4.14987499467743	0.00106499849067167	0.00767938687592032	-1.63821785938058	7544	7821.68	7334.98	6977.15	7112	6996	6019.28	5697	5460	4832	5843	6902
"8242"	"TRINITY_DN6513_c0_g2"	-0.432382755411269	4.73476673593728	-3.62507391189628	0.00292728488590487	0.015287560388372	-2.22605758008348	1065	1256	1161	1106	1182	1115	853	413	447	516	762	923
"8243"	"TRINITY_DN65137_c0_g1"	1.65928124403758	-0.0769244210571488	3.17363605851327	0.00706398921242608	0.0281186276338854	-2.41878098642016	21.06	23.34	31.83	36.89	11.58	12.73	29.08	58.25	107.46	14.12	35.19	75.2
"8244"	"TRINITY_DN6516_c0_g1"	-2.0354748455007	3.83554078782957	-5.96989961153037	4.05348923306649e-05	0.00113059298675836	2.26649648151926	1134.67	1077	1005.85	1193.4	1400.68	820.71	366.35	49.71	66	192.63	368.57	418
"8245"	"TRINITY_DN6517_c0_g1"	0.408839211796363	5.92832326141954	3.93596262555849	0.00160411793428085	0.0101298643644696	-1.8130751336939	2031	1637	1898	1920	1969	1835	2005	2280	2201	1992	2042	2008
"8246"	"TRINITY_DN65173_c1_g1"	0.533122694963743	9.40855746049549	3.09107685445778	0.00830037892419977	0.0313916896684237	-3.94979035067879	17909.97	19202.76	16639.14	15394.01	20464.22	11752.56	18715.09	37924.6	49020.01	37317.44	27552.72	22584.28
"8247"	"TRINITY_DN6518_c1_g2"	1.42487362778758	3.17981517820925	5.92755924130282	4.35177225167122e-05	0.001175817021252	2.23996921039036	196	211	230	163	241	291	448	371	573	228	374	514
"8248"	"TRINITY_DN65183_c0_g1"	2.22261241036628	1.28899191049376	2.85652850047354	0.0131100020722442	0.043291292208234	-3.16176843546561	101.25	23.84	134.01	28.09	110.91	7.02	413.06	288.52	47.75	152.76	223.97	39.05
"8249"	"TRINITY_DN65183_c1_g1"	1.73315389926665	-1.38437872421029	3.40107581125958	0.00452947406468939	0.0206241713411418	-1.8874104345084	12.04	26.86	4.93	12.92	3	5.95	13.49	10.61	39.55	14.04	15.39	24.28
"8250"	"TRINITY_DN6519_c0_g1"	1.15112621038921	3.89049498314623	3.06472162674216	0.0087387082081208	0.0324384927615714	-3.17194373925601	335.6	308	318	607.73	464	354	385.7	1251	647	1050	579	328.85
"8251"	"TRINITY_DN652_c0_g1"	-1.17446737371047	4.86529533815787	-5.70143028385599	6.38549447705911e-05	0.00143980105850847	1.65465711802798	1497	1570	2199	1742	1683	1063	788	264	288	537	620	939
"8252"	"TRINITY_DN65213_c0_g1"	-1.27617614285488	-1.2697284494096	-3.5658485358234	0.00328479176035662	0.0165066904563679	-1.59918876373289	34	21	34	35	24	15	11	4	1	6	8	12
"8253"	"TRINITY_DN65213_c0_g2"	-1.35796143313301	-0.894959884303316	-4.82514409272122	0.000301481673264761	0.00349238695195348	0.566365615989116	41	32	52	39	25	23	13	5	4	10	8	10
"8254"	"TRINITY_DN65244_c0_g1"	-1.71699244090454	-2.33744674386455	-3.64347231435558	0.00282445179692581	0.0149161763435631	-1.44949545501528	10	13	19	12	22	13	2	2	3	2	4	1
"8255"	"TRINITY_DN6525_c0_g1"	0.586230880862048	6.60261207132767	7.59384784216701	3.19917908369823e-06	0.000387241826846296	4.50591887763483	2837	2743	2930	2783	2779	2582	3650	3583	3949	3343	3816	3448
"8256"	"TRINITY_DN6526_c0_g1"	0.917355883857058	5.16506161268957	6.19198813795897	2.80447753295307e-05	0.000946446873156409	2.44035454759566	1060	1194	1002	675.97	1123.98	868.99	1295	1169	1638	1586	1260.99	1725
"8257"	"TRINITY_DN6526_c1_g1"	-0.909390745732686	0.0223513984418158	-3.40322680233277	0.00451049161572212	0.0205608206596425	-2.00485616293972	64	49	60	80	61	31	24	12	8	21	28	27
"8258"	"TRINITY_DN65269_c0_g1"	1.08662018792689	5.7398763972515	2.8242441096644	0.0139582092551988	0.0452359184681816	-3.93558089043042	1375.91	902.19	2047.27	572.33	1330.71	2976.43	4430.24	3250.27	1913.84	1938.35	1302.3	2158.54
"8259"	"TRINITY_DN6531_c1_g1"	0.916348307381501	2.32493373446448	3.83691874571611	0.00194157037441112	0.0115705406552586	-1.45961925961543	201.01	204.08	146.35	128.78	111.94	97.07	166.4	216.62	225.28	137.53	147.02	214.61
"8260"	"TRINITY_DN6532_c0_g1"	-1.51374862582469	3.92821617381192	-5.66787869882179	6.76341611780864e-05	0.00148579934173688	1.7246660010732	1226	953	1044	888	1038	757	363	107	91	311	231	628
"8261"	"TRINITY_DN6533_c0_g2"	0.918346254861827	3.691420426237	3.20211409712953	0.00668158506792867	0.0270152511774556	-2.87838542556611	537.56	294.44	442.8	401	361.26	227	332.86	640	757.01	575.78	310.09	510.39
"8262"	"TRINITY_DN6535_c1_g1"	-0.580221826508868	1.61320107531473	-2.80131096782822	0.0145932216169593	0.0467475823680006	-3.31842810762509	144	156	126	135	173	167	64	43	35	83	73	119
"8263"	"TRINITY_DN6537_c0_g1"	-0.259119192891688	6.88629339038133	-3.21984695946136	0.00645398478603893	0.026337875028626	-3.34536187871794	5226	4090	4427	4134	4600	4056	3275	2860	2680	3575	3397	3834
"8264"	"TRINITY_DN6539_c0_g1"	-1.02508595442983	5.83774959027555	-4.57628427275898	0.00047710558166228	0.00459306502261283	-0.548455213876188	2873	2836	2753	2995	3222	2718	1797	542	468	1086	1596	2185
"8265"	"TRINITY_DN6539_c0_g2"	-0.840042145147998	1.85724894934987	-4.32872145501972	0.000758674494747314	0.00619238066939794	-0.471061616079394	217	191	210	195	177	173	127	38	39	74	91	89
"8266"	"TRINITY_DN6541_c0_g1"	0.545061074805966	7.04035836760182	5.1191441683851	0.000177060504300056	0.00258089945329016	0.286594751682571	3707	3987	3779	3703	3748	3495	5091	6071	5608	4687	4479	4135
"8267"	"TRINITY_DN6542_c0_g1"	0.654876641895493	4.24954731354158	3.47657392981107	0.00390897065595438	0.0186459997440503	-2.44150682881172	337	700	684	547	651	700	708	658	520	692	684	722
"8268"	"TRINITY_DN65465_c0_g1"	-2.35154969929725	-2.15201499241645	-4.6534157484245	0.000413501992567255	0.00420460644087425	0.1856100638177	39	30	12	18	22	12	2	0	1	2	4	6
"8269"	"TRINITY_DN6547_c0_g1"	0.294518055191527	5.78995441512334	3.59899815550917	0.00307956288327058	0.0158230525532036	-2.44958580581395	1957	1856	1795	1920	1651	1547	2041	1855	1648	1691	1763	1835
"8270"	"TRINITY_DN6549_c0_g1"	-1.77635975797707	3.51850668765298	-5.50972348526595	8.88770317153823e-05	0.00176486722648042	1.5021574985169	816	697	918	625	982	936	312	50	65	193	200	409
"8271"	"TRINITY_DN655_c0_g1"	-1.72843004417675	3.50108780867434	-4.17131032965395	0.00102240444904915	0.00747203997479222	-0.955619367512774	981	676	921	851	1064	450	188	97	29	178	341	511
"8272"	"TRINITY_DN6551_c0_g2"	1.53273917615967	-1.30913025410206	5.02590829487906	0.000209359714633673	0.00282809935916685	0.880098142790284	9.81	8.75	15	7.28	8.99	11.14	17.61	22.02	15.21	17.46	14.3	18.47
"8273"	"TRINITY_DN6553_c0_g1"	1.3078793512088	1.19787857039889	2.99953288624098	0.00992407993667112	0.0355258850071897	-2.89808189691143	112	51	38	45	45	74	49	214	135	72	95	75
"8274"	"TRINITY_DN6554_c2_g1"	2.49694549827551	-1.2253690068541	3.22940931758249	0.00633448510014644	0.0259666463881556	-2.19195445080175	9.49	4	25	4	6	6.57	90.37	32.66	13	19.59	65.73	6
"8275"	"TRINITY_DN6555_c2_g1"	-0.340169123601207	4.75077234293578	-3.40962290093877	0.00445451777006881	0.0204075881908832	-2.6487903595661	1209	1009	1232	1072	1119	1106	825	472	444	679	792	833
"8276"	"TRINITY_DN6559_c0_g1"	-1.76347063656874	1.15226916863147	-4.32610232489321	0.000762434058275129	0.00621419188366067	-0.394146131965677	149	186	190	199	187	108	80	7	12	20	49	95
"8277"	"TRINITY_DN6559_c2_g1"	0.915504204760724	1.78890487916056	4.55165486052607	0.000499482350325115	0.00470678377088653	-0.0576649200326864	115	118	96	73	104	95	153	126	108	111	163	95
"8278"	"TRINITY_DN6559_c3_g1"	1.00973640214864	2.45662970037931	2.90399787437028	0.0119541269173035	0.0404796030145845	-3.25198853826034	228	145	120	157	251	76	142	444	114	181	295	209
"8279"	"TRINITY_DN656_c0_g2"	-0.411831187724758	5.01663788422621	-3.18162622120351	0.006954544497045	0.0277987440935827	-3.13260054619146	1443	1509	1256	1370	1577	1102	1130	500	510	781	797	1148
"8280"	"TRINITY_DN656_c0_g3"	0.779230409020419	4.16376504501499	5.64588373325704	7.02381756316164e-05	0.0015183331677009	1.63413131404098	619.63	708.01	527.58	500.71	414.48	459.06	694.34	520.25	579.18	533.69	852.9	762.24
"8281"	"TRINITY_DN6560_c0_g1"	1.80666862895927	0.284708228632189	5.79735110464151	5.42223092834032e-05	0.00133220592564939	2.17744968989309	25	38	18	19	42	19	38	73	66	60	69	57
"8282"	"TRINITY_DN6561_c0_g1"	-1.31171166784914	3.72231295484666	-6.10038250872324	3.26195282624212e-05	0.00101096500337111	2.48367845530848	916.06	793.99	727	824	781	759	447	98	121	187	259	401
"8283"	"TRINITY_DN6561_c0_g2"	1.74167771637688	1.38424319316724	4.56794812619196	0.000484560909213365	0.00463469876127208	0.015156102989466	50	49	54	51	75	59	96	147	116	192	218	56
"8284"	"TRINITY_DN6563_c0_g1"	-1.47188807605824	1.16059959158117	-5.86551886624562	4.83110969977275e-05	0.00124804949385769	2.27848773362467	164	148	166	155	166	104	36	22	16	27	73	63
"8285"	"TRINITY_DN6563_c1_g1"	-1.56952760731676	1.92808145402293	-6.52807364361265	1.62702117551755e-05	0.000724266095080206	3.31225552197334	274	222.01	307	308	260	219	91	32	31	36	95	105
"8286"	"TRINITY_DN6564_c0_g1"	0.401875743800128	6.40411038405566	3.24270122162972	0.00617204382831113	0.0255081271299466	-3.23501868105579	2499.5	2742	2714	2954	2326	2286.95	2686	2737	3849	3096	2864	2548
"8287"	"TRINITY_DN6564_c0_g3"	0.678825762917357	7.78851042774813	4.26093905032754	0.000862411092845458	0.00671994934666873	-1.44060338219903	5509	6529	5919	5887	5543	5627	8089	8959	11602	13384	9748	6049
"8288"	"TRINITY_DN6564_c1_g1"	-0.408648105312302	5.51303234399169	-3.37186895828318	0.00479532059696591	0.0215384506381164	-2.84354647239985	1971	1848	2086	1857	1630	1967	1523	749	754	1083	1458	1378
"8289"	"TRINITY_DN6565_c0_g1"	0.413528566726073	7.929723492717	3.32274325474547	0.00527832218855359	0.0229332779930367	-3.29338772930332	6661.4	5248.74	7386.93	7407.17	6715.91	7985.46	10819.82	8349.76	9843.96	9505.95	7192.79	9866.25
"8290"	"TRINITY_DN6566_c0_g1"	-0.376477344582051	7.96341233317406	-4.48582872043355	0.000564769148885337	0.00509954836623443	-1.02729074741442	9051.7	9608.48	9606.35	8370.68	8892.69	8306.66	6995.47	5390.75	5954.42	7197	7744.63	8866.94
"8291"	"TRINITY_DN6567_c0_g2"	0.71890043830841	4.06326942496804	3.82705597928744	0.00197891479938133	0.0117299686692594	-1.73178727342194	417.65	573.21	464	576.2	476.45	530.84	480.89	715.23	686.54	660.1	480.61	616.8
"8292"	"TRINITY_DN65676_c1_g1"	1.60132256906359	3.78359740388944	4.37169204012559	0.000699647603363152	0.00585240159482449	-0.635848967880911	320.21	218.26	505.63	212.89	398.68	277.09	309.84	1131.96	986.01	778.07	759.22	531.71
"8293"	"TRINITY_DN6568_c0_g1"	-1.05113679402896	5.26998760524513	-8.10395684295223	1.54568420752965e-06	0.000291316754066095	5.42256597059472	2071	1877	1922	2108	1882	2086	948	489	447	676	1074	1018
"8294"	"TRINITY_DN6569_c0_g1"	1.25533971652788	3.66026501524881	6.24310221978954	2.57901407248902e-05	0.000907179718823398	2.7165851646426	367	483.97	261.39	293.49	399.96	197.5	593.49	630.47	433	439.52	424.96	772.4
"8295"	"TRINITY_DN657_c0_g2"	-0.78282219399763	2.5177100038729	-3.56837521957286	0.00326867306560769	0.0164585825868304	-1.99142665357267	325	314	362	258	311	250	210	52	70	88	163	182
"8296"	"TRINITY_DN657_c0_g4"	-0.508586055541758	2.55264682020954	-3.13198984548284	0.00766285801616782	0.0297422773002821	-2.83268028330841	232.29	298.06	299.29	280.62	271.32	295.84	197.26	87.89	74.03	131.74	144.19	172.42
"8297"	"TRINITY_DN6571_c0_g1"	0.702160155990879	5.20228783779406	4.19171148000725	0.000983489115249304	0.00726709194366786	-1.20777577877282	962	1082	990	1163	1323	895	1182	1754	1275	1414	1643	1087
"8298"	"TRINITY_DN65710_c0_g1"	0.514289650863646	7.53984933759872	3.74012434497627	0.00234141407654182	0.0131372714805129	-2.42270303389051	5545.45	5863.2	4098.57	5365.99	6216.94	4538.12	7195.96	8027.59	10099.3	6548.31	6687.97	5629.39
"8299"	"TRINITY_DN6572_c1_g1"	-0.759225190974695	6.09245995583475	-5.78721587036711	5.51639721181623e-05	0.00134075311109964	1.62768411894899	3518	2972.98	3171.98	3155.99	3004.99	2876	2097	911.95	992.94	1630.98	1589.97	2268.99
"8300"	"TRINITY_DN6575_c0_g1"	0.228782276092939	6.77223794860456	2.95624079486166	0.0107979218507791	0.0377258716800074	-3.84073752050674	3974	3435	3474	3362	3574	3095	3768	3889	3591	3352	3382	3615
"8301"	"TRINITY_DN6578_c2_g1"	-0.556032876998674	3.67985911254759	-3.21234467804918	0.00654931517467592	0.0266197706968195	-2.85160893250498	621	529	560	530	699	708	336	237	135	280	396	371
"8302"	"TRINITY_DN6580_c0_g1"	-1.18824836668384	5.56757041752764	-3.4294343535344	0.0042855403973821	0.0198642088711061	-2.72234831060008	3422	2198	3162	3098	2016	1916	1200	380	251	739	1827	2250
"8303"	"TRINITY_DN6581_c0_g1"	-0.733036559334231	6.79435082894077	-6.10193835279685	3.25356027253801e-05	0.00101086681740847	2.08096803368551	4931	4576	4859	4812	5092	4793	3326	1721	1693	2387	3026	3630
"8304"	"TRINITY_DN6584_c0_g1"	0.89830499754586	0.340663778343687	3.07106672225594	0.00863112206191156	0.0321531593045745	-2.66445826065296	40	27	27	60	42	31	32	50	47	59	50	36
"8305"	"TRINITY_DN6586_c1_g1"	1.9973346826021	-0.959851460878629	4.20955055232102	0.000950708437551541	0.00713163780572798	-0.481782341131969	13	15	4	15	6	17	32	15	24	28	13	71
"8306"	"TRINITY_DN6588_c0_g1"	0.769376229170073	3.76807452537699	5.12356343183523	0.000175664834953707	0.00256979238154824	0.75556601520114	402	483	367	429	390	386	453	516	477	562	475	445
"8307"	"TRINITY_DN65936_c0_g2"	1.53494334681527	-1.8045201801134	3.44745832968817	0.00413742180663231	0.0193774430369224	-1.78704009472561	5.62	16.54	3	3	10	11	9	13.51	6	13	16	18
"8308"	"TRINITY_DN6594_c0_g1"	-1.15748262526386	3.49831444629351	-5.73108626720082	6.06986325350721e-05	0.00140911918124188	1.87753846895703	612	588.37	599	727.69	922	528	214.73	151	108	156	331	321
"8309"	"TRINITY_DN6595_c0_g1"	-0.47489207839539	4.35696339524839	-3.28016223240879	0.00573631155913809	0.024273096134501	-2.83287729070592	975.66	1015.8	853.47	781.1	1016.69	816.44	373.32	455.85	322.84	508.19	492.54	755.98
"8310"	"TRINITY_DN6597_c0_g1"	-0.603635652903183	3.15214500970826	-3.39648243148423	0.00457028006188912	0.0207720797265886	-2.41495615806739	429	470	477	316	570	372	210	125	108	228	211	316
"8311"	"TRINITY_DN6598_c0_g1"	-1.13526981828605	4.79236430032721	-6.46636065866819	1.79600375502235e-05	0.000764762911275725	2.96314233583054	1665	1496	1539	1501	1605	1243	777	225	275	718	649	677
"8312"	"TRINITY_DN6599_c0_g1"	-2.12151796423028	2.07087418072614	-5.59360635764254	7.68575226781445e-05	0.00161537317478566	1.7856465095664	519	491	298	180	454	278	73	35	21	51	152	45
