"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"silver_rep1"	"silver_rep2"	"silver_rep3"	"silver_rep4"	"silver_rep5"	"silver_rep6"	"yellow_rep1"	"yellow_rep2"	"yellow_rep3"	"yellow_rep4"	"yellow_rep5"	"yellow_rep6"
"1580"	"TRINITY_DN13694_c0_g1"	0.639942606970146	2.73685873969753	2.83246084576424	0.0137373525659827	0.044739122624555	-3.42987003462818	258	231	163	224	227	170	134	245	239	264	232	233
"1581"	"TRINITY_DN137_c0_g2"	-1.07216938117109	3.90872953949515	-5.73533113936312	6.02603982392182e-05	0.00140551152998202	1.83556634300551	831	772	1111	753	770	779	340	129	163	331	328	489
"1582"	"TRINITY_DN137_c0_g3"	-1.12687378042755	3.27527872996981	-7.82460553382688	2.29311685689528e-06	0.00033594472333811	5.18755894467067	581	533	532	580	603	522	236	112	103	147	241	249
"1583"	"TRINITY_DN1371_c0_g1"	-0.546164369124995	5.89344721496735	-3.64822916284551	0.00279846546748719	0.0148201568057448	-2.3609209979333	2900	2408	2669	2519	2735	2131	1791	877	763	1779	1775	1933
"1584"	"TRINITY_DN13710_c0_g1"	-1.28222059956537	0.976617592212436	-4.54382896288592	0.000506817402585753	0.00474868734094713	0.00960312827814214	231	133	111	98	132	75	60	17	19	33	37	46
"1585"	"TRINITY_DN1372_c0_g1"	-2.36483049713038	3.81944770683912	-8.60157332302484	7.83052152948913e-07	0.000221962010453681	6.24303815172873	1403	930	1223	1300	1343	1050	326	79	62	116	250	354
"1586"	"TRINITY_DN13720_c0_g1"	-2.26913654346623	-0.986970586358549	-4.108528151356	0.00115237716784563	0.00811213294200581	-0.651965438161288	87	33	34	48	56	31	9	2	0	9	8	21
"1587"	"TRINITY_DN13722_c0_g1"	-0.888907011547694	2.33292300322652	-3.78603068546507	0.00214227310823588	0.0123682887499282	-1.54976279336434	342	255.06	202.05	256.55	367.88	257.05	125.61	47	53	93	140.87	179.28
"1588"	"TRINITY_DN13723_c1_g1"	-1.43896208705007	2.09793516286024	-7.33931671227514	4.6547713096597e-06	0.000445112304990035	4.52737860789334	324	273	351	212	297	255	97	43	38	54	98	104
"1589"	"TRINITY_DN13724_c0_g1"	-1.42057674928702	-0.0584210455983124	-4.02314086965833	0.00135684772247792	0.00908084975518858	-0.852679382759245	59	49	104	85	47	52	15	4	7	22	19	36
"1590"	"TRINITY_DN13729_c2_g1"	1.58320668683355	-0.946480381507508	3.02783748873106	0.00939098955476268	0.03415642171095	-2.58759754399152	18.51	21	9.56	6	17.2	7	25.31	70.31	26.74	17.4	13.32	14.31
"1591"	"TRINITY_DN1373_c0_g2"	-0.448169629895092	4.87721900848485	-3.23489479682449	0.00626693484105593	0.0257663614539786	-3.00627112118758	1548.86	1184.21	1318.9	1313.68	1164.5	1106.02	1069.77	419.37	441.48	856.89	681.49	897.27
"1592"	"TRINITY_DN13732_c0_g1"	-0.919562167619886	1.54626910588525	-3.78007434132362	0.00216710667372002	0.0124766553482641	-1.46527351948585	175	160	203	136	153	143	68	38	19	65	80	98
"1593"	"TRINITY_DN13735_c0_g1"	-0.975819189990633	1.74950696568388	-3.53780733832133	0.00346916606518313	0.0171565357898182	-1.94794193114974	252	121	274	128.24	209.24	183	110	71	47	44	65	54
"1594"	"TRINITY_DN13737_c0_g1"	0.890922199536002	0.263880330741675	3.07243621484543	0.0086080744080366	0.0321078503641296	-2.65304413187408	46.89	43.96	31.46	27.98	28.91	30.67	32.32	53.03	65.06	36.58	34.78	40.97
"1595"	"TRINITY_DN13738_c0_g1"	2.45140004265589	-0.784676410045175	4.71319606212711	0.000370281743885209	0.00394084382844786	0.380398432223129	11	10	13	16	20	2	44	67	39	23	35	21
"1596"	"TRINITY_DN1374_c0_g1"	-0.724458821233592	5.01584727425259	-5.52145825593823	8.70835945569261e-05	0.00174590053763913	1.30604846142115	1609	1669	1446	1350	1891	1214	876	398	563	727	738	1022
"1597"	"TRINITY_DN1374_c1_g1"	-0.371762781971481	5.7896130726428	-3.17422004244167	0.00705593224757725	0.0280947151352484	-3.27043155320274	2423	2256	2289	2227	2203	2040	1938	1017	885	1248	1567	2049
"1598"	"TRINITY_DN13746_c0_g1"	1.07638256110179	0.252040253901829	3.25571365281915	0.00601705533433722	0.0250687460751463	-2.31215402013229	32	20	78	33	28	24	27	41	53	50	55	50
"1599"	"TRINITY_DN13758_c1_g1"	1.02419413279549	4.25283445115219	4.86200172658011	0.000281850312848033	0.00337126619481499	0.208823320797817	604	686	421	472	592	375	632	1008	990	661	594	875
"1600"	"TRINITY_DN1376_c0_g1"	-0.348251790836468	7.17653116020506	-3.95254227961781	0.00155377559955736	0.00990283969334857	-1.95354198906756	5832	5387	5856	6032	5393	4544	4731	2962	2975	4145	4191	4660
"1601"	"TRINITY_DN1377_c0_g1"	-0.741103022117929	4.96291675591749	-6.47984419533623	1.75756637378538e-05	0.000753338918496885	2.95620909867935	1492	1449	1692	1531	1439	1242	815	418	424	685	843	947
"1602"	"TRINITY_DN13774_c0_g1"	0.746247123630982	5.92846836220527	6.49243960587462	1.72244295629003e-05	0.000747768826344079	2.84287031980017	1917	1878	1327	1897	1605	1588	2736	2069	2097	2809	2175	2238
"1603"	"TRINITY_DN13775_c0_g2"	-0.961240753190348	-0.56162059941862	-2.90566250162127	0.0119154696048509	0.0403866334762977	-2.84470739051284	41	28	39	41	26	55	7	12	18	11	13	15
"1604"	"TRINITY_DN1378_c0_g1"	0.486596281840763	5.54810583366425	5.47849098208683	9.38410381696067e-05	0.00181368949459344	1.14345153848879	1384	1497	1371	1336	1597	1436	1690	1441	1615	1743	1481	1716
"1605"	"TRINITY_DN1378_c1_g1"	-0.442475476358243	4.99231262716799	-4.11762299799007	0.00113254603813753	0.00801826779390107	-1.31159021015039	1463	1319	1442	1361	1191	1387	912	545	728	596	880	985
"1606"	"TRINITY_DN1378_c1_g2"	-0.469702253349752	5.81251268944012	-4.51572039983912	0.00053409379174069	0.00492067022571956	-0.670984467419226	2567.93	2446	2381.08	2141	2339.09	2198.02	1680.74	922.71	1216.34	1114.92	1570	1954.63
"1607"	"TRINITY_DN13791_c0_g1"	-0.722200031355933	1.17829945530124	-3.6223173725216	0.00294301539748989	0.0153425482972935	-1.72354914618134	115	119	99	164	113	96	62	31	27	40	61	66
"1608"	"TRINITY_DN138_c0_g1"	-0.561852315684332	5.52650649215012	-3.45036960172436	0.0041139858908238	0.0192927446451163	-2.69017959003259	2184	2029.16	2170.68	1806.32	2239.53	1700.82	1470	574	674.65	977	1282.59	1892.68
"1609"	"TRINITY_DN13806_c0_g2"	-0.97519942622194	-0.11346169352317	-3.9651933446016	0.00151644994482561	0.0097453458823047	-0.961397968936429	50	68	41	42	58	49	15	19	20	16	16	16
"1610"	"TRINITY_DN13819_c0_g1"	-0.907127480106461	-0.414818240241929	-2.89043309868091	0.0122737798173701	0.041281987533348	-2.88932582500793	44	44	34	37	45	43	37	7	5	16	18	12
"1611"	"TRINITY_DN1382_c0_g2"	0.430642160906236	3.81246133572891	2.9263411358387	0.011445407152623	0.0392983201990643	-3.42595100150916	445	443	531	546	443	441	598	280	408	582	424	418
"1612"	"TRINITY_DN1382_c2_g1"	2.31140895816077	1.83777977522811	2.89794672110259	0.0120956956815064	0.0408226583917037	-3.15839972118527	61	5	202.02	100.12	250.23	45	95	613.14	95	211.48	281.24	283.41
"1613"	"TRINITY_DN13822_c0_g1"	-1.99796897115657	-1.73675108771573	-4.09466069438711	0.00118330265905422	0.00825868388434769	-0.683416993699526	45	23	18	35	22	13	5	3	0	5	4	7
"1614"	"TRINITY_DN13822_c0_g2"	-1.78919808648388	-1.27512535000609	-3.72855694591789	0.00239449819506128	0.0133152155844307	-1.30959337524548	44	31	22	44	33	16	1	8	2	11	7	9
"1615"	"TRINITY_DN13823_c0_g1"	-1.53843993519892	1.54959120011564	-7.54450852353201	3.43819732943537e-06	0.000396470705777954	4.81369172622943	185	156	203	266	176	217	38	42	33	47	59	51
"1616"	"TRINITY_DN13825_c0_g1"	1.4767665960117	2.72919408515493	5.2001475371468	0.000153216356554619	0.00237752803497261	1.02378477558061	118	248	158	116	144	188	350	315	343	303	340	172
"1617"	"TRINITY_DN13830_c0_g1"	-1.36912471255558	-0.917393603766692	-3.86631785626535	0.00183445837085938	0.0110946264229775	-1.08390010764341	57	56	34	20	28	23	13	5	5	4	12	11
"1618"	"TRINITY_DN13833_c0_g1"	-1.0179993761398	-1.24726845741695	-2.76374453392534	0.0156950989973509	0.0493994448702149	-3.01717170979732	43	19	21	16	33	18	6	4	9	14	5	7
"1619"	"TRINITY_DN13845_c0_g1"	1.70533493532275	0.0517302015679467	3.25376494290677	0.00604001566551489	0.0251224699780748	-2.28553390221608	12	19	19	30	21	49	23	134	63	33	52	39
"1620"	"TRINITY_DN13848_c0_g1"	0.54420991063532	5.66472983696096	2.99774323195083	0.00995877631624126	0.0355951107218639	-3.59679862493741	1625	1796	1214	1164	1487	2024	1718	2377	1208	1829	1596	2240
"1621"	"TRINITY_DN13849_c0_g1"	4.30129634477117	1.31655166471286	5.09597235852206	0.000184569900721218	0.00263646852889792	0.998121688223923	128	268	11	7	33	1	193	419	214	357	425	285
"1622"	"TRINITY_DN13849_c2_g1"	1.78129554516682	-0.971356478026534	3.3654263033555	0.00485604365789478	0.0217389691732494	-1.98007366111015	13	11	7	12	13	14	12	37	11	13	32.25	90
"1623"	"TRINITY_DN13851_c0_g1"	-1.25108901846301	0.642551087490215	-4.61146399594651	0.000446926101143571	0.00441174663942971	0.154559717943521	121	74	121	99	122	57	44	16	21	38	27	19
"1624"	"TRINITY_DN13854_c0_g1"	0.98013320540283	2.30594555878351	3.82159353093283	0.00199991190088899	0.0118164162165097	-1.48604511113486	148	141	161	93	144	153	176	225	263	144	169	149
"1625"	"TRINITY_DN1386_c2_g1"	-1.58048027519008	0.334101611684361	-4.93312007596952	0.000247631868457097	0.00312815282355511	0.739818220509329	107	62	83	96.34	68	116	28	30	10	12	12	30
"1626"	"TRINITY_DN13861_c0_g1"	1.478218797753	-0.484728196496396	3.01104265596146	0.0097037806843992	0.0349716450167723	-2.67133276886694	8	46	9	41	18	11	51	13	50	26	25	36
"1627"	"TRINITY_DN13865_c0_g1"	-1.53832113578198	0.563089082574594	-4.93356172450621	0.000247433407627041	0.00312756983921878	0.730077345527245	161	69	124	72	94	105	43	26	12	27	16	19
"1628"	"TRINITY_DN13869_c0_g2"	-1.00763507495227	-0.924657699856511	-3.32060135356184	0.00530045853534777	0.0230017357357802	-2.06229719633672	31	21	42	29	38	22	7	10	4	8	14	14
"1629"	"TRINITY_DN1387_c0_g1"	-0.81993977488705	6.11877849308593	-4.82788239478544	0.000299975521264269	0.00348489285301172	-0.11854826621604	2899	2981	3350	3238.42	3355	3697.31	2192	884	845	1386	1986	2310
"1630"	"TRINITY_DN1388_c0_g3"	0.23873569618374	5.22306881038436	3.00120809330345	0.00989171082775622	0.0354491209662256	-3.51978632370904	1157.63	1306.59	1239.92	1394.55	1341.87	1138.84	1341.76	979.15	993.59	1144.79	1141.46	1389.09
"1631"	"TRINITY_DN13883_c0_g1"	1.22348685855018	1.10425685137288	3.77312306210247	0.00219645909896335	0.012578275394293	-1.43584081351359	36.63	59.26	36.49	112.05	64.32	51.83	144.36	89.46	78.56	46.99	70.41	110.42
"1632"	"TRINITY_DN1389_c0_g1"	0.960117693174111	2.77209708668762	4.63961375860011	0.000424203080431254	0.00427855683890361	-0.00393330885299648	124	247	248	163	229	185	237	202	234	317	195	354
"1633"	"TRINITY_DN13891_c0_g3"	-0.904674962838614	-0.55383451053176	-3.75647986845411	0.002268390957925	0.012867113790141	-1.30682818174919	32	32	35	43	45	37	16	6	9	12	15	18
"1634"	"TRINITY_DN13899_c0_g2"	1.9736940376132	1.48930628896278	4.80533867142513	0.000312611573367776	0.00355027349818895	0.437929543507405	61	73	85	58	105	12	110	136	178	169	209	106
"1635"	"TRINITY_DN13900_c0_g1"	0.535989588563599	4.98550173427214	4.58129651958322	0.000472680129675856	0.00456937447340237	-0.430516277743833	1100	1009	880	1054	987	848	1174	1221	1170	968	977	1105
"1636"	"TRINITY_DN13905_c0_g1"	1.25734507345575	0.316336792121827	5.93645261047701	4.28726166092105e-05	0.00116799982461717	2.39972795699196	37.94	26.54	40.97	42.52	27.16	21.42	49.87	45.3	45.92	40.13	49.16	72.03
"1637"	"TRINITY_DN13905_c0_g2"	-1.05422748035733	5.51015206481154	-7.8509670103454	2.2084437413784e-06	0.000333290111983745	5.02955235985147	2621.06	2396.46	2251.03	2229.48	2653.84	1943.58	1329.13	629.7	495.08	815.87	993.84	1286.97
"1638"	"TRINITY_DN13908_c0_g1"	-0.892333672330887	-0.385781072378909	-2.96025784131376	0.0107137353372036	0.0375165479888589	-2.76787863006586	66	51	58	31	29	28	26	7	9	13	13	22
"1639"	"TRINITY_DN13912_c0_g1"	-0.859939800546393	2.48305508084974	-3.4961447024269	0.00376260237878419	0.0181620290664104	-2.12379327861169	317	295	346	252	407	227	163	58	44	128	127	218
"1640"	"TRINITY_DN13921_c0_g1"	1.84310853799113	-0.478833540505282	2.81948970282645	0.0140875900614986	0.0455596566057457	-3.00669352112091	14	23	14	10	11	21	22	74	107	50	19	12
"1641"	"TRINITY_DN1393_c0_g3"	-0.776383366318294	2.51633804585802	-3.63688808146041	0.00286082517190723	0.0150488384567799	-1.86032563104229	333	308	330	354	260	227	140	81	45	144	136	205
"1642"	"TRINITY_DN13930_c0_g1"	1.05194555094045	0.340064926549997	3.74296365861433	0.00232856796525402	0.0130831246352549	-1.41704946777157	34	68	29	26	46	21	67	23	50	47	52	56
"1643"	"TRINITY_DN13936_c0_g1"	-0.565971560405189	3.62520713218405	-3.36980799358972	0.00481466204911642	0.021607377525267	-2.53979722395589	559	623	727	461	636	535	329	163	141	300	364	408
"1644"	"TRINITY_DN13945_c0_g2"	0.564441318978451	4.73351164804713	3.68613328780131	0.00259987328967318	0.01407751443935	-2.11428608375785	912.14	757.09	814.99	654.7	1003.49	818.6	783.06	986.04	1082.39	955.87	849.11	932.95
"1645"	"TRINITY_DN13947_c0_g1"	2.27550297322923	-0.956961977040134	5.20079658985329	0.000153039431584373	0.00237658460892932	1.17550679373235	9	4	19	15	8	9	17	33	29	39	42	23
"1646"	"TRINITY_DN1395_c1_g1"	0.58057671886228	4.26917286264902	3.57414080419994	0.00323219109591057	0.0163498796538522	-2.25566893268353	630.04	537.45	538.31	750.76	622.65	568.6	659.79	805.74	736.52	601.19	572.84	622.74
"1647"	"TRINITY_DN13953_c0_g4"	0.882895410636133	0.672096106939601	3.04856968382822	0.00901862365262996	0.0332304430680087	-2.74516615482914	62	51	53	24	40	57	77	52	72	57	42	45
"1648"	"TRINITY_DN13957_c0_g1"	1.29053062617799	-0.162422277983569	3.68941006241394	0.00258339143935965	0.0140125696077971	-1.4679583913677	33.98	13	15	35.09	30	19.48	23.35	34	23.11	58	53	37
"1649"	"TRINITY_DN13959_c0_g1"	0.381457378457621	5.65519064953128	4.47164312824931	0.000579957644890416	0.00517259090262763	-0.738926753260542	1709	1654	1606	1533	1632	1405	1826	1807	1615	1644	1537	1709
"1650"	"TRINITY_DN1396_c0_g1"	-1.453926444859	3.54910751646431	-9.55126569089977	2.30544568768208e-07	0.000141141124958907	7.4541798059933	851	673	703	749	698	801	277	109	115	206	195	271
"1651"	"TRINITY_DN1396_c0_g2"	-0.876963746913227	1.14101427256984	-3.99628858583692	0.00142855251869948	0.00938559319810812	-1.0164531801033	133	132	117	96	141	104	52	17	34	42	58	69
"1652"	"TRINITY_DN13960_c0_g1"	-0.823626605816465	2.07547073298723	-2.94007964321176	0.0111432698892553	0.0385818282767604	-3.12274590559618	280	271	323	234	236	85	74	49	78	114	85	113
"1653"	"TRINITY_DN13961_c0_g1"	2.95248891675795	-1.45866886510392	3.7973907884358	0.00209570973521374	0.0121819229269939	-1.18458096648133	29.59	4.07	1	2	25.68	2	33.51	29.95	61.36	10.84	30.08	16.57
"1654"	"TRINITY_DN13964_c0_g1"	0.897689461801377	2.59638013911773	5.44292754517957	9.98481627886342e-05	0.00187921887355152	1.46209612276027	154.54	193.16	185.72	180.56	209.4	134.65	191.63	227.5	209.23	224.76	236.26	215.31
"1655"	"TRINITY_DN13964_c0_g2"	-0.887676019049986	0.238555982449657	-3.24365291968246	0.00616057418488242	0.0254769501117614	-2.32399703212011	69.97	55.86	62.62	62.64	49.55	89.35	36.63	15.25	18.49	26.09	12.19	31.33
"1656"	"TRINITY_DN13964_c0_g3"	-0.641597847334223	1.73666252537104	-3.61528038779168	0.00298356226410242	0.0154867452860872	-1.80303681606902	168.62	168.45	158.84	133.09	175.11	190.16	97	44.43	66.7	76.09	57.72	84.51
"1657"	"TRINITY_DN13964_c0_g4"	1.00982392641453	0.364578640609639	4.66615836799638	0.000403870307436337	0.00415221161767643	0.261248864845353	33.03	47.88	34	38	35.45	27.65	37.37	52.75	46	41.91	57.81	51.67
"1658"	"TRINITY_DN13967_c0_g1"	1.31450814220562	0.258478453973218	3.35154669818193	0.00498949940587468	0.0221016091771216	-2.13295737222159	27.29	32.32	31.1	39.42	20.11	28.1	29.73	100.45	61.7	47.82	53.96	29.75
"1659"	"TRINITY_DN1397_c0_g1"	0.635060876391514	5.95973364495268	5.07629685158647	0.000191206419238965	0.00268807395365975	0.354291860126809	2031	1470	1548	2148	1868	1764	2156	2191	1961	2913	2254	2376
"1660"	"TRINITY_DN13982_c1_g2"	1.05752337518475	-1.05161608410513	3.23756393900194	0.00623432703291487	0.0256816331517173	-2.20874145162691	22	15	12	10	14	10	24	22	18	12	23	12
"1661"	"TRINITY_DN13985_c0_g1"	-0.844144792947952	6.80652530248834	-4.49142133929092	0.000558894550220814	0.00507419148762538	-0.852847454135664	6357	5069	5062	4835	5475	3938	3486	1470	1266	2578	2942	4031
"1662"	"TRINITY_DN13988_c0_g1"	2.1840093199519	-1.59411255007637	3.26780274617448	0.00587655703304817	0.0246590571046334	-2.10477565205011	2	11	7	17	7	3	36	41	6	34	6	15
"1663"	"TRINITY_DN13990_c0_g1"	2.06421321330802	0.468821559800455	5.36512349892812	0.000114434482708167	0.00201577397417584	1.46801616132149	11	28	33	44	24	34	59	99	74	103	69	52
"1664"	"TRINITY_DN13991_c0_g1"	-0.656306399005125	1.44957909316723	-2.97110652384458	0.0104896040968878	0.036963095583375	-2.9814895629459	132	122	108	156	160	141	41	76	49	50	55	75
"1665"	"TRINITY_DN13998_c2_g2"	2.11661546630647	-1.22925426742883	3.14122961583918	0.00752576750328723	0.0293956657327056	-2.35190526453311	22	13	11	6	4	3	7	39	64.07	31	17	17
"1666"	"TRINITY_DN14001_c1_g3"	0.852016392303188	-0.910367333672674	2.98785099468986	0.0101527364275966	0.0360461580989415	-2.6712566371683	12.29	22.63	26.99	13.2	13.08	11.07	18.4	16.47	11.07	25.61	15.84	24.28
"1667"	"TRINITY_DN14001_c1_g4"	0.982913718313683	2.47178412001959	3.28945719609833	0.00563305302754966	0.0239989064581019	-2.52514221953476	130	100	263	264.91	94	169	182	274	149	184	173	302
"1668"	"TRINITY_DN14006_c0_g1"	0.712719796193226	1.45520617636158	2.94012373522542	0.0111423130053123	0.0385818282767604	-3.04569606373737	68.75	83.64	82.05	75.37	131.2	76.81	103.93	123.62	77.05	68.03	113.19	75.81
"1669"	"TRINITY_DN14022_c0_g1"	-0.93273836983837	0.425742806775336	-2.92185577284062	0.0115457887599326	0.0395801593125761	-2.93864758191713	98	104	78	69	41	65	19	22	21	43	40	16
"1670"	"TRINITY_DN14029_c0_g1"	0.234146085518335	12.0855683412299	4.70354315700835	0.000376930590187539	0.00398380028007005	-1.18890080403268	102559.71	105785.37	100986.75	109616.3	101243.52	88088.84	166056.61	246964.02	225908.93	204817.86	181342.98	149190.3
"1671"	"TRINITY_DN14029_c0_g2"	1.04067927724597	6.96277549895025	4.91635634932698	0.000255288484236147	0.00317978712015749	-0.0782095598113193	2560.63	2656.27	2513.01	2901.17	4384.55	3481.28	5781.79	8910.13	5239.76	6382.69	5424.71	3556.39
"1672"	"TRINITY_DN14049_c0_g1"	0.678983080387294	1.11124541538954	2.75576415154761	0.0159394515668054	0.0499794535164413	-3.34029148849406	80	56	63	74	45	104	113	43	70	62	66	86
"1673"	"TRINITY_DN1405_c0_g1"	-0.589294186223316	4.76376170377907	-3.64421975373086	0.00282035244556202	0.0149042305865067	-2.19079677096452	1525	1310	1067	1503	989	1088	724	393	398	632	596	1066
"1674"	"TRINITY_DN14051_c0_g4"	-1.1948212688871	-1.48331661410743	-3.04536036439427	0.00907529231768007	0.0333710346590849	-2.50160641438134	21.6	26	22.8	24	33	9.7	6	1.13	7	8.47	3.02	10
"1675"	"TRINITY_DN1406_c0_g1"	-0.856775336135811	3.02306899893812	-3.8142475062784	0.00202850759396471	0.0119237293299589	-1.58974673305773	469.16	285	439.13	484.56	423.02	514.02	193	99	170.07	179.1	217.76	118.99
"1676"	"TRINITY_DN1406_c0_g2"	-0.888159008123788	5.1097429575666	-6.25504486874311	2.52913492859584e-05	0.000893930730154132	2.56569738117073	1708.45	1485	1980.87	1524.01	1636	1873.89	632	464.27	541	1006	840	852
"1677"	"TRINITY_DN1406_c0_g3"	-1.04897007473996	1.71827595977197	-3.73177840049647	0.00237959285576109	0.0132641555387184	-1.5748314010123	184	136.67	179	197	269	197	82	33	28	41	102	122
"1678"	"TRINITY_DN1406_c1_g1"	-0.518767482233777	4.88666213536536	-3.123345562306	0.00779336407371183	0.0300750813629553	-3.22165252424426	1148	1502.45	1350	1584.52	1356	968	852	378	439.38	630	901	1114
"1679"	"TRINITY_DN1406_c3_g1"	0.591983935127614	2.71982646105879	2.88556771392315	0.0123904715581487	0.0415581590497468	-3.32812997350425	276	269	193	136	279	164.01	203	131	187	296	275.03	220
"1680"	"TRINITY_DN1406_c4_g1"	1.10178649158337	-0.867935657114613	3.27184992306826	0.00583025883036399	0.0245139831889102	-2.16416451680226	12	14	18	21	22	8	37	20	21	17	19	15
"1681"	"TRINITY_DN1406_c6_g1"	0.79008278169725	6.12341027765539	4.8039269661198	0.000313420999626787	0.00355027349818895	-0.175540634758471	1632	2260	2039	2180	1775	1555	3592	2621	2604	3132	3038	1857
"1682"	"TRINITY_DN14060_c1_g1"	2.25339750093485	-0.827975736589614	2.86495833261911	0.012896997344825	0.042748888839262	-2.87875516463632	39.02	16.25	2.01	28.01	2.18	13.98	73.75	19.5	8	34.67	107.38	18.48
"1683"	"TRINITY_DN14065_c0_g3"	0.698284961423416	4.95816654853458	3.85726379720689	0.00186678794660248	0.0112374465346873	-1.81727342763177	950	1056	606	971	906	1054	1109	1375	1141	1178	1118	967
"1684"	"TRINITY_DN14068_c0_g1"	1.03309805638383	0.0290033653777217	3.11420281396153	0.00793380407985163	0.030428858271743	-2.54894663134972	23	32	37	31	18	33	70	14	46	46	34	37
"1685"	"TRINITY_DN1407_c0_g1"	0.274428979733108	5.33041617586681	2.79691689701812	0.0147180856242512	0.0470453870800984	-3.92537700570201	1305	1310.35	1397.63	1463.87	1300.77	1228.89	1300	1125	1433	1382.75	1163	1287
"1686"	"TRINITY_DN14075_c0_g1"	0.566979905744317	1.53461095129683	3.40749103732364	0.00447309614290567	0.0204564553275349	-2.17772707370201	81	116	98	88	120	71	122	76	82	86	83	107
"1687"	"TRINITY_DN14078_c0_g1"	-0.720764696498956	2.68963059284392	-3.88199505705051	0.00177982320034266	0.0108799534814906	-1.41573092818992	428.84	377.25	341.82	336.53	274.38	242.37	227.77	76.73	81.17	161.21	132.45	161.48
"1688"	"TRINITY_DN14079_c0_g1"	2.34204758893124	-1.55026151312442	5.33008569459676	0.000121714311090897	0.00208845280378971	1.3176544961795	6.36	3	6.35	11	6	7.24	14.3	22.8	21.45	32.2	18.77	14
"1689"	"TRINITY_DN14079_c0_g2"	1.8049056468245	0.287637174369073	4.30258854491788	0.000797057579333947	0.0063893024209021	-0.380285557326045	20.64	9	22.65	54	35	42.76	64.7	65.2	49.55	79.8	56.23	45
"1690"	"TRINITY_DN1408_c0_g1"	1.24143042749971	0.960180453892599	5.11545521614898	0.00017823437263885	0.00258914910186418	1.01789288556824	79	48	47	47	50	34	77	90	96	66	59	86
"1691"	"TRINITY_DN14083_c0_g1"	-0.679468319496486	1.8631440366888	-3.70927425986295	0.00248572204474168	0.013656319200518	-1.63961917814152	189	161	196	190	162	208	82	38	69	89	76	112
"1692"	"TRINITY_DN14087_c0_g2"	-1.45431540144347	-0.371889927634432	-3.69808162913528	0.00254028418315452	0.0138589450007415	-1.41781748403549	84	38	51	74	45	31	8	12	3	8	22	32
"1693"	"TRINITY_DN1409_c0_g1"	-1.08475320219569	2.06926167333789	-3.6997958935099	0.00253184922650197	0.0138288370702862	-1.67877926324969	186	336	247.99	382	224.12	141	48	102	55.87	102	92	70
"1694"	"TRINITY_DN14095_c0_g1"	-0.970437581111385	0.763572066281007	-4.24359323424834	0.000891231750594547	0.00684454490201364	-0.5233053972002	106.98	76.62	115	85	122.03	76	40.67	16	19	28.01	46	52.17
"1695"	"TRINITY_DN14097_c0_g1"	0.86746367740435	2.8928692898435	3.79824330627046	0.00209225722181886	0.0121685181060365	-1.61069345544175	253	202	205	273	160	222	207	235	405	203	258	343
"1696"	"TRINITY_DN14098_c0_g1"	0.401515383992597	8.40985047401181	6.6691444566756	1.30059364124648e-05	0.000665702500261309	2.82251636786647	10271	9637	8683	9364	9618	8108	12996	14575	14398	13330	11819	12745
"1697"	"TRINITY_DN141_c0_g1"	-0.554642527549644	5.88575076390838	-5.23345975655008	0.000144405266662677	0.00229614171075524	0.660756032832901	2759	2345	2411	2588	2590	2584	1733	1162	889	1321	1586	1964
"1698"	"TRINITY_DN14100_c0_g1"	-1.34596305467947	-0.946362910878267	-4.3596585806312	0.000715684161315391	0.00594493263661137	-0.221402185961969	39	33	31	29	38	30	10	2	3	8	11	20
"1699"	"TRINITY_DN14108_c0_g1"	-1.4245866570007	-0.0784041377613598	-3.11918749551551	0.00785692589554978	0.0302340695603539	-2.50458158788412	120	63	44	53	60	47	21	47	4	14	5	24
"1700"	"TRINITY_DN1411_c0_g2"	1.29301985186011	3.94288309830132	4.14454530649387	0.00107586903443328	0.00773172149728827	-1.09668448785778	442.2	496.34	348	353.93	401.29	275.37	443.51	1301.35	700.09	650.21	951.41	418.35
"1701"	"TRINITY_DN1411_c3_g1"	-0.798509164391937	1.80748310785316	-4.38698777783077	0.000679796483485184	0.00573365128662432	-0.358148298145957	227	185	203	174	183	141	97	34	46	76	86	102
"1702"	"TRINITY_DN14111_c0_g1"	-0.657453091589635	1.9483015872947	-3.14232795463444	0.00750963478872649	0.0293572433722661	-2.72674049546166	156	162	199	209	172	284	106	63	60	64	81	117
"1703"	"TRINITY_DN14117_c0_g3"	0.912124793639425	1.2270022663201	3.59340073191693	0.00311328306924289	0.0159483258206069	-1.78919408755428	119.08	94.66	78.56	46.52	37.96	58.17	92.2	74.25	72.14	96.38	67.54	103.05
"1704"	"TRINITY_DN14129_c0_g1"	-2.21304023485577	0.826936436618048	-5.88929297298719	4.64118969832495e-05	0.00122478352723193	2.32511108218676	168	138	196	69	266	149	27	18	12	11	29	42
"1705"	"TRINITY_DN1413_c0_g1"	0.634222466558417	3.18700210625763	2.90407292432169	0.0119523813893881	0.0404779165996738	-3.36598351962905	287	308	325	301	322	193	280	352	397	350	243	244
"1706"	"TRINITY_DN14134_c0_g2"	0.950272971652125	2.16485819648967	3.32570488230265	0.00524786676471722	0.0228468446148906	-2.41343810910881	58.26	202.4	171.45	153.8	117.7	114	142.27	205.4	158.77	149.46	161.54	167.33
